ModelFamily	ModelSize	ModelSeed	ModelStep	CorrelatingVariable	PearsonR	SpearmanRho
pythia	410m	seed5	16000	OpenWebText_2gram	0.7110733971527198	0.7129123460665985
pythia	410m	seed5	16000	OpenWebText_1gram	0.5487212696079966	0.5510305033515029
pythia	70m	seed1	2000	Pile_5gram	0.7479920475074694	0.7406960708685436
pythia	70m	seed1	2000	Pile_4gram	0.7924742808423292	0.798486904219562
pythia	70m	seed1	2000	Pile_3gram	0.8409838462049961	0.8492499321810651
pythia	70m	seed1	2000	Pile_2gram	0.8300873521396062	0.8369090064288395
pythia	70m	seed1	2000	Pile_1gram	0.6942535500752173	0.703160973179524
pythia	70m	seed1	2000	wcd_cc	0.6045152440539335	0.6256538277823226
pythia	70m	seed1	2000	ucd_cc	0.5931248148797852	0.6149155510347339
pythia	70m	seed1	2000	wcd_wiki	0.48082913635804614	0.4834359534857316
pythia	70m	seed1	2000	ucd_wiki	0.44896133123145465	0.44851262735626146
pythia	70m	seed1	2000	OpenWebText_5gram	0.7742532858650595	0.7697721746901265
pythia	70m	seed1	2000	OpenWebText_4gram	0.7976696456102792	0.8013200793359126
pythia	70m	seed1	2000	OpenWebText_3gram	0.8339150201576999	0.8442579826801713
pythia	70m	seed1	2000	OpenWebText_2gram	0.8267595086998845	0.8348553008318763
pythia	70m	seed1	2000	OpenWebText_1gram	0.6925477325097332	0.7010304153283518
pythia	14m	seed3	4000	Pile_5gram	0.7058257766811634	0.6939546538743545
pythia	14m	seed3	4000	Pile_4gram	0.7538930475063361	0.7558721285944654
pythia	14m	seed3	4000	Pile_3gram	0.8189670739055105	0.8268727341197418
pythia	14m	seed3	4000	Pile_2gram	0.8537677528291834	0.8617685541020932
pythia	14m	seed3	4000	Pile_1gram	0.7553480164957387	0.7634990312103036
pythia	14m	seed3	4000	wcd_cc	0.6358227894028784	0.6574130069964967
pythia	14m	seed3	4000	ucd_cc	0.6276286441979911	0.651025930610039
pythia	14m	seed3	4000	wcd_wiki	0.4684466774289671	0.467687411282963
pythia	14m	seed3	4000	ucd_wiki	0.4368300231938415	0.43474280830981965
pythia	14m	seed3	4000	OpenWebText_5gram	0.7411433353795921	0.7324432117461561
pythia	14m	seed3	4000	OpenWebText_4gram	0.7672225328218149	0.7662848749279774
pythia	14m	seed3	4000	OpenWebText_3gram	0.8153387893916328	0.8242018790150238
pythia	14m	seed3	4000	OpenWebText_2gram	0.8500238231195951	0.8594169796214371
pythia	14m	seed3	4000	OpenWebText_1gram	0.755816536165912	0.7636512701969063
pythia	70m	seed1234	2	Pile_5gram	0.0056355071413045675	0.003214072860341044
pythia	70m	seed1234	2	Pile_4gram	0.006609545733575489	0.004955756845615349
pythia	70m	seed1234	2	Pile_3gram	0.01245897813533138	0.011668893473190405
pythia	70m	seed1234	2	Pile_2gram	0.013638714923952404	0.011994980735946188
pythia	70m	seed1234	2	Pile_1gram	0.025692446249266067	0.02156754675372916
pythia	70m	seed1234	2	wcd_cc	0.024350843739141897	0.024585359906823066
pythia	70m	seed1234	2	ucd_cc	0.0244051444613889	0.02303511974337709
pythia	70m	seed1234	2	wcd_wiki	0.02390957451844494	0.03238134900797325
pythia	70m	seed1234	2	ucd_wiki	0.027154243646173283	0.03196786398664429
pythia	70m	seed1234	2	OpenWebText_5gram	0.00797381232046124	0.0049384636112267885
pythia	70m	seed1234	2	OpenWebText_4gram	0.010070306688985587	0.007727919453077287
pythia	70m	seed1234	2	OpenWebText_3gram	0.014055086203104309	0.013107509936478221
pythia	70m	seed1234	2	OpenWebText_2gram	0.015713680041127474	0.014215487380645948
pythia	70m	seed1234	2	OpenWebText_1gram	0.027782827600882156	0.027010749903732516
pythia	14m	seed4	32000	Pile_5gram	0.7149712205769312	0.7048629100395435
pythia	14m	seed4	32000	Pile_4gram	0.7611854801372793	0.7649613831274263
pythia	14m	seed4	32000	Pile_3gram	0.8188151040480881	0.8279868915696279
pythia	14m	seed4	32000	Pile_2gram	0.8335739324401815	0.8432934477557645
pythia	14m	seed4	32000	Pile_1gram	0.7287299197888026	0.7384321427618539
pythia	14m	seed4	32000	wcd_cc	0.6290634765867189	0.6505233840290754
pythia	14m	seed4	32000	ucd_cc	0.6222871992267662	0.6454279867341355
pythia	14m	seed4	32000	wcd_wiki	0.4892925128185549	0.4890238565167178
pythia	14m	seed4	32000	ucd_wiki	0.45905090229526446	0.4570167482022583
pythia	14m	seed4	32000	OpenWebText_5gram	0.7416458244289534	0.7364370300628678
pythia	14m	seed4	32000	OpenWebText_4gram	0.7662651908805326	0.7690272004049387
pythia	14m	seed4	32000	OpenWebText_3gram	0.8085804643710744	0.8204184630707654
pythia	14m	seed4	32000	OpenWebText_2gram	0.8253236468494255	0.8372743732761706
pythia	14m	seed4	32000	OpenWebText_1gram	0.7240726281349755	0.7334476163064139
pythia	70m	seed4	32000	Pile_5gram	0.7583741857076062	0.7548415871283188
pythia	70m	seed4	32000	Pile_4gram	0.7960575016302825	0.8041362162551375
pythia	70m	seed4	32000	Pile_3gram	0.8219919163617606	0.8297162431702788
pythia	70m	seed4	32000	Pile_2gram	0.781134274358903	0.7880025653537955
pythia	70m	seed4	32000	Pile_1gram	0.6338285344066542	0.6424198889709395
pythia	70m	seed4	32000	wcd_cc	0.5693358902531835	0.5863677762582289
pythia	70m	seed4	32000	ucd_cc	0.5586412527120228	0.5767681844657199
pythia	70m	seed4	32000	wcd_wiki	0.4746275431502606	0.4733595511821016
pythia	70m	seed4	32000	ucd_wiki	0.44751869884104045	0.44239985911079394
pythia	70m	seed4	32000	OpenWebText_5gram	0.7752740204362281	0.7754042328300629
pythia	70m	seed4	32000	OpenWebText_4gram	0.7943720180701473	0.8015692355614497
pythia	70m	seed4	32000	OpenWebText_3gram	0.8139608342081546	0.824761260721136
pythia	70m	seed4	32000	OpenWebText_2gram	0.7791286674158224	0.787111751269638
pythia	70m	seed4	32000	OpenWebText_1gram	0.633036681601869	0.6417952604429353
pythia	31m	seed7	32000	Pile_5gram	0.7426059101110067	0.7369821902205758
pythia	31m	seed7	32000	Pile_4gram	0.7848144078130375	0.7921584707513759
pythia	31m	seed7	32000	Pile_3gram	0.8275671043681483	0.8368353496986657
pythia	31m	seed7	32000	Pile_2gram	0.8137475415586345	0.8223799457376427
pythia	31m	seed7	32000	Pile_1gram	0.6842092118844574	0.6929199455428514
pythia	31m	seed7	32000	wcd_cc	0.6036268658570831	0.6235703816129993
pythia	31m	seed7	32000	ucd_cc	0.5932808781103993	0.6145620138586257
pythia	31m	seed7	32000	wcd_wiki	0.487101589526992	0.4869482462322772
pythia	31m	seed7	32000	ucd_wiki	0.45736254634302204	0.4543074069262407
pythia	31m	seed7	32000	OpenWebText_5gram	0.7648871577349055	0.7629167717797602
pythia	31m	seed7	32000	OpenWebText_4gram	0.7865754019774724	0.7924058151789174
pythia	31m	seed7	32000	OpenWebText_3gram	0.8179348477874921	0.8302116772727467
pythia	31m	seed7	32000	OpenWebText_2gram	0.8081969649551686	0.8185782475347987
pythia	31m	seed7	32000	OpenWebText_1gram	0.6808253980094031	0.6901619386976632
pythia	31m	seed7	2000	Pile_5gram	0.7261877778310311	0.7162618312649832
pythia	31m	seed7	2000	Pile_4gram	0.774530557575819	0.7785475583746148
pythia	31m	seed7	2000	Pile_3gram	0.8358368297189945	0.8448185097824197
pythia	31m	seed7	2000	Pile_2gram	0.8582470449041133	0.8665855084725451
pythia	31m	seed7	2000	Pile_1gram	0.733007566515912	0.7406914580435761
pythia	31m	seed7	2000	wcd_cc	0.631748894628931	0.6529796730687478
pythia	31m	seed7	2000	ucd_cc	0.6196487010418165	0.6420366196022169
pythia	31m	seed7	2000	wcd_wiki	0.48285630806923074	0.48236724301715106
pythia	31m	seed7	2000	ucd_wiki	0.4481269526977642	0.4458661945173408
pythia	31m	seed7	2000	OpenWebText_5gram	0.7567909306539939	0.7506368790146771
pythia	31m	seed7	2000	OpenWebText_4gram	0.7826281013069617	0.7846661677052744
pythia	31m	seed7	2000	OpenWebText_3gram	0.827862465783571	0.8390233759556855
pythia	31m	seed7	2000	OpenWebText_2gram	0.8519309746450718	0.8622082793357162
pythia	31m	seed7	2000	OpenWebText_1gram	0.7306524634132783	0.7389026702001498
pythia	31m	seed3	0	Pile_5gram	0.044812797762369155	0.04994725542228484
pythia	31m	seed3	0	Pile_4gram	0.045687655081116024	0.05110125021661464
pythia	31m	seed3	0	Pile_3gram	0.04835472133544478	0.04953063713944567
pythia	31m	seed3	0	Pile_2gram	0.04798136371173168	0.044765529110057885
pythia	31m	seed3	0	Pile_1gram	0.03525702529251834	0.042528412793256934
pythia	31m	seed3	0	wcd_cc	0.029049534063672486	0.02930634380605612
pythia	31m	seed3	0	ucd_cc	0.02432021266051524	0.024476029599065384
pythia	31m	seed3	0	wcd_wiki	0.025466001674541786	0.026330410473017082
pythia	31m	seed3	0	ucd_wiki	0.016743538696509554	0.017406564693500385
pythia	31m	seed3	0	OpenWebText_5gram	0.04444616957102629	0.047683672054430574
pythia	31m	seed3	0	OpenWebText_4gram	0.043561065949343815	0.048228579552127566
pythia	31m	seed3	0	OpenWebText_3gram	0.04520145273775362	0.04763980052395488
pythia	31m	seed3	0	OpenWebText_2gram	0.04358307294300473	0.04143812470680253
pythia	31m	seed3	0	OpenWebText_1gram	0.030097340138796544	0.035625082230337606
pythia	70m	seed5	0	Pile_5gram	0.007619387104568825	0.010732902629676258
pythia	70m	seed5	0	Pile_4gram	0.007054535733661307	0.009338137264852513
pythia	70m	seed5	0	Pile_3gram	0.007141259586228904	0.00698921669676932
pythia	70m	seed5	0	Pile_2gram	0.005462501909017224	0.004562679761769152
pythia	70m	seed5	0	Pile_1gram	0.0053525521878884505	0.01266963981764706
pythia	70m	seed5	0	wcd_cc	0.0044611324848854855	-0.0004127244829745473
pythia	70m	seed5	0	ucd_cc	0.0042283968286393045	1.727220140594715e-05
pythia	70m	seed5	0	wcd_wiki	-0.014767685012077553	-0.01873686402264138
pythia	70m	seed5	0	ucd_wiki	-0.01653193365027093	-0.019538907157950917
pythia	70m	seed5	0	OpenWebText_5gram	0.009115166753420268	0.011148927212535405
pythia	70m	seed5	0	OpenWebText_4gram	0.008285660065863348	0.010421440548936562
pythia	70m	seed5	0	OpenWebText_3gram	0.008358177960066906	0.008381854195909982
pythia	70m	seed5	0	OpenWebText_2gram	0.007007884532446914	0.005413735844403843
pythia	70m	seed5	0	OpenWebText_1gram	0.005854988560479572	0.015802237894672323
pythia	160m	seed2	1	Pile_5gram	0.03785028856515975	0.036470129453270196
pythia	160m	seed2	1	Pile_4gram	0.04147675236461926	0.04055168506160516
pythia	160m	seed2	1	Pile_3gram	0.04494435371645325	0.04464029625106386
pythia	160m	seed2	1	Pile_2gram	0.05787428572818213	0.05803915545978198
pythia	160m	seed2	1	Pile_1gram	0.07499622115171412	0.06540973781479832
pythia	160m	seed2	1	wcd_cc	0.02825143975632479	0.032486204867116224
pythia	160m	seed2	1	ucd_cc	0.03513522493580605	0.03898074240989709
pythia	160m	seed2	1	wcd_wiki	0.00046478253923908054	0.0067263087244055645
pythia	160m	seed2	1	ucd_wiki	0.007625664528661714	0.010258493146591137
pythia	160m	seed2	1	OpenWebText_5gram	0.03828027378369677	0.03703921339372809
pythia	160m	seed2	1	OpenWebText_4gram	0.04168217891722708	0.041282970730594365
pythia	160m	seed2	1	OpenWebText_3gram	0.045182583602368924	0.045126958609605104
pythia	160m	seed2	1	OpenWebText_2gram	0.05757129519880032	0.05747282899377728
pythia	160m	seed2	1	OpenWebText_1gram	0.0767992256797436	0.07318445374722937
pythia	2_8b	seed1234	2	Pile_5gram	4.61806832196367e-05	-0.0066986377397038385
pythia	2_8b	seed1234	2	Pile_4gram	0.0012676990404461358	-0.0038059623421100794
pythia	2_8b	seed1234	2	Pile_3gram	0.004646296021373483	0.006013690086343432
pythia	2_8b	seed1234	2	Pile_2gram	0.01623865870973277	0.01923094192235272
pythia	2_8b	seed1234	2	Pile_1gram	0.03792371758485822	0.03218030147789448
pythia	2_8b	seed1234	2	wcd_cc	0.03391585082148054	0.03386215786704062
pythia	2_8b	seed1234	2	ucd_cc	0.041374537185563075	0.03927774260094113
pythia	2_8b	seed1234	2	wcd_wiki	0.008460999843019984	0.000990964943461674
pythia	2_8b	seed1234	2	ucd_wiki	0.004142775134318244	-0.0023740448313517883
pythia	2_8b	seed1234	2	OpenWebText_5gram	0.0026387774300072075	-0.0005125490665691043
pythia	2_8b	seed1234	2	OpenWebText_4gram	0.0036360438764026694	-6.592507945152696e-05
pythia	2_8b	seed1234	2	OpenWebText_3gram	0.006123159734573217	0.00723870988071491
pythia	2_8b	seed1234	2	OpenWebText_2gram	0.016499920006052608	0.019238255593759118
pythia	2_8b	seed1234	2	OpenWebText_1gram	0.04145485342613784	0.031189666828946302
pythia	410m	seed1	4000	Pile_5gram	0.7609025258520891	0.760748783520427
pythia	410m	seed1	4000	Pile_4gram	0.793371025841422	0.8030925109161943
pythia	410m	seed1	4000	Pile_3gram	0.8067840572924991	0.8131978886810209
pythia	410m	seed1	4000	Pile_2gram	0.7512510722161628	0.7553446430818112
pythia	410m	seed1	4000	Pile_1gram	0.59596294516497	0.6016984482315425
pythia	410m	seed1	4000	wcd_cc	0.543079669716711	0.5567595527508737
pythia	410m	seed1	4000	ucd_cc	0.5321237091400963	0.5467903225521106
pythia	410m	seed1	4000	wcd_wiki	0.45661419664203834	0.45364664665101945
pythia	410m	seed1	4000	ucd_wiki	0.4329171279325332	0.42558520076410017
pythia	410m	seed1	4000	OpenWebText_5gram	0.7684917949894614	0.772009824536613
pythia	410m	seed1	4000	OpenWebText_4gram	0.7849730155595077	0.7947321707479746
pythia	410m	seed1	4000	OpenWebText_3gram	0.7956857555983352	0.8059638017002547
pythia	410m	seed1	4000	OpenWebText_2gram	0.7475413280611453	0.7528303935260255
pythia	410m	seed1	4000	OpenWebText_1gram	0.5926004297332363	0.5986172912563311
pythia	410m	seed8	64	Pile_5gram	0.4807789146054445	0.4770564997718941
pythia	410m	seed8	64	Pile_4gram	0.5256965562078888	0.5333926319772402
pythia	410m	seed8	64	Pile_3gram	0.6125218841031203	0.6183143938732676
pythia	410m	seed8	64	Pile_2gram	0.7240634722550051	0.7258767807254662
pythia	410m	seed8	64	Pile_1gram	0.8232107126192508	0.8183693269738531
pythia	410m	seed8	64	wcd_cc	0.6316475893205671	0.6030210184134772
pythia	410m	seed8	64	ucd_cc	0.6418900088107901	0.6156752882284322
pythia	410m	seed8	64	wcd_wiki	0.4097247604725706	0.34253719574726255
pythia	410m	seed8	64	ucd_wiki	0.38699180111874215	0.3301960435014497
pythia	410m	seed8	64	OpenWebText_5gram	0.5163982269745884	0.5160197258554152
pythia	410m	seed8	64	OpenWebText_4gram	0.5386989873829247	0.5467881826074535
pythia	410m	seed8	64	OpenWebText_3gram	0.6032495886169721	0.6166753945975776
pythia	410m	seed8	64	OpenWebText_2gram	0.7141669473547747	0.7220636303850153
pythia	410m	seed8	64	OpenWebText_1gram	0.8116077361338704	0.812867897980511
pythia	70m	seed2	32	Pile_5gram	0.356777455726571	0.32439501992430503
pythia	70m	seed2	32	Pile_4gram	0.39217932085583146	0.3650437694216929
pythia	70m	seed2	32	Pile_3gram	0.4588550600604952	0.42103245322020266
pythia	70m	seed2	32	Pile_2gram	0.5433180066105184	0.4828552332461132
pythia	70m	seed2	32	Pile_1gram	0.6690601913264075	0.5688445793741872
pythia	70m	seed2	32	wcd_cc	0.5046319282396196	0.38685525418410543
pythia	70m	seed2	32	ucd_cc	0.5225772663544773	0.402441913586149
pythia	70m	seed2	32	wcd_wiki	0.3749129913556737	0.2533641573898564
pythia	70m	seed2	32	ucd_wiki	0.35923504852720245	0.25087166986665144
pythia	70m	seed2	32	OpenWebText_5gram	0.3834742130283669	0.3461933191796235
pythia	70m	seed2	32	OpenWebText_4gram	0.40053511250084306	0.3697098700709056
pythia	70m	seed2	32	OpenWebText_3gram	0.4505603589844101	0.4172276048437719
pythia	70m	seed2	32	OpenWebText_2gram	0.5341965254279903	0.47855560712680323
pythia	70m	seed2	32	OpenWebText_1gram	0.655998357655087	0.5653657314827171
pythia	14m	seed3	8	Pile_5gram	-0.09956110294486026	-0.09978987102783632
pythia	14m	seed3	8	Pile_4gram	-0.10902078388045074	-0.11198851145667378
pythia	14m	seed3	8	Pile_3gram	-0.1257944023982326	-0.12470299710051774
pythia	14m	seed3	8	Pile_2gram	-0.1438364204644999	-0.13405636299647514
pythia	14m	seed3	8	Pile_1gram	-0.15942099454599246	-0.1415917049661911
pythia	14m	seed3	8	wcd_cc	-0.13000546358530876	-0.09948347921742282
pythia	14m	seed3	8	ucd_cc	-0.12537601219679917	-0.0953215925572493
pythia	14m	seed3	8	wcd_wiki	-0.11821241497420684	-0.08911742254401783
pythia	14m	seed3	8	ucd_wiki	-0.10578426430026312	-0.08259521167892796
pythia	14m	seed3	8	OpenWebText_5gram	-0.10331164897345017	-0.1017156939820073
pythia	14m	seed3	8	OpenWebText_4gram	-0.10818284322993085	-0.10915787383521895
pythia	14m	seed3	8	OpenWebText_3gram	-0.12317520631933698	-0.12372246456710026
pythia	14m	seed3	8	OpenWebText_2gram	-0.1406882399491967	-0.13290579097831176
pythia	14m	seed3	8	OpenWebText_1gram	-0.15732698693029717	-0.14866672934367905
pythia	410m	seed9	4	Pile_5gram	0.08822465948561461	0.0849415776445323
pythia	410m	seed9	4	Pile_4gram	0.09508840422140163	0.09250582204214554
pythia	410m	seed9	4	Pile_3gram	0.11449271203247398	0.10726159918655208
pythia	410m	seed9	4	Pile_2gram	0.13890138172383545	0.12072912153326529
pythia	410m	seed9	4	Pile_1gram	0.16526289105088646	0.13686666918484006
pythia	410m	seed9	4	wcd_cc	0.14905354940972246	0.10542645492259428
pythia	410m	seed9	4	ucd_cc	0.156550321511463	0.10926028079431131
pythia	410m	seed9	4	wcd_wiki	0.0969013510314872	0.06342835855531928
pythia	410m	seed9	4	ucd_wiki	0.08191928073576453	0.053015211691400714
pythia	410m	seed9	4	OpenWebText_5gram	0.09517673630342707	0.08921715657915627
pythia	410m	seed9	4	OpenWebText_4gram	0.09782509004871653	0.09408043804162201
pythia	410m	seed9	4	OpenWebText_3gram	0.11125910377252818	0.10545732757574972
pythia	410m	seed9	4	OpenWebText_2gram	0.1345003987907381	0.11856730953327714
pythia	410m	seed9	4	OpenWebText_1gram	0.15952898830055645	0.130003629314835
pythia	1_4b	seed1234	32000	Pile_5gram	0.7490351218980137	0.7535642943014084
pythia	1_4b	seed1234	32000	Pile_4gram	0.7713191206996146	0.7815423827545223
pythia	1_4b	seed1234	32000	Pile_3gram	0.7612886514517032	0.763677035861676
pythia	1_4b	seed1234	32000	Pile_2gram	0.6789949596086756	0.6783878145118211
pythia	1_4b	seed1234	32000	Pile_1gram	0.5146706513446329	0.5142692791396718
pythia	1_4b	seed1234	32000	wcd_cc	0.4799248342016126	0.4845166828362415
pythia	1_4b	seed1234	32000	ucd_cc	0.47263662617487223	0.4770363350303585
pythia	1_4b	seed1234	32000	wcd_wiki	0.4239787186551726	0.41740672416067814
pythia	1_4b	seed1234	32000	ucd_wiki	0.40845961035619543	0.39680415904009175
pythia	1_4b	seed1234	32000	OpenWebText_5gram	0.7374118031677082	0.7457676839316832
pythia	1_4b	seed1234	32000	OpenWebText_4gram	0.7491636402470562	0.761843279280996
pythia	1_4b	seed1234	32000	OpenWebText_3gram	0.7466289263918531	0.7546296195528067
pythia	1_4b	seed1234	32000	OpenWebText_2gram	0.6762425633690711	0.6771256006318334
pythia	1_4b	seed1234	32000	OpenWebText_1gram	0.5120573257696124	0.5122775358367844
pythia	31m	seed8	32	Pile_5gram	0.29714824774347876	0.2715700024447024
pythia	31m	seed8	32	Pile_4gram	0.3242412035698552	0.30309406594477656
pythia	31m	seed8	32	Pile_3gram	0.3755912842487352	0.34344170644543615
pythia	31m	seed8	32	Pile_2gram	0.4395276815986547	0.38808958292022216
pythia	31m	seed8	32	Pile_1gram	0.5310650800404526	0.46316694303720024
pythia	31m	seed8	32	wcd_cc	0.41152381423248763	0.3299608043360442
pythia	31m	seed8	32	ucd_cc	0.4217234813576824	0.337614889532614
pythia	31m	seed8	32	wcd_wiki	0.32578476445451965	0.24279682328959348
pythia	31m	seed8	32	ucd_wiki	0.31131644088347077	0.2396808810126755
pythia	31m	seed8	32	OpenWebText_5gram	0.3210267371846775	0.29165741366584236
pythia	31m	seed8	32	OpenWebText_4gram	0.33240562412701996	0.3084311299263316
pythia	31m	seed8	32	OpenWebText_3gram	0.3712202216368331	0.34487749198848305
pythia	31m	seed8	32	OpenWebText_2gram	0.4359477843493343	0.3903219939680521
pythia	31m	seed8	32	OpenWebText_1gram	0.5238779137331188	0.4623389480494096
pythia	410m	seed9	4000	Pile_5gram	0.7623862553512776	0.7615126664355654
pythia	410m	seed9	4000	Pile_4gram	0.7948968149015343	0.8037703099942939
pythia	410m	seed9	4000	Pile_3gram	0.8092190118352716	0.8147797493201443
pythia	410m	seed9	4000	Pile_2gram	0.7520489572168557	0.7558956688174984
pythia	410m	seed9	4000	Pile_1gram	0.5972743448868411	0.6028725102195241
pythia	410m	seed9	4000	wcd_cc	0.5420319950923036	0.554721628449213
pythia	410m	seed9	4000	ucd_cc	0.5318200212722385	0.5454322132673247
pythia	410m	seed9	4000	wcd_wiki	0.4616997228649558	0.4590153521036033
pythia	410m	seed9	4000	ucd_wiki	0.43783078158760075	0.43099711338068447
pythia	410m	seed9	4000	OpenWebText_5gram	0.7699591664125225	0.7724190843804779
pythia	410m	seed9	4000	OpenWebText_4gram	0.7867583908287844	0.7955890794443613
pythia	410m	seed9	4000	OpenWebText_3gram	0.7979911096883237	0.8075284527021434
pythia	410m	seed9	4000	OpenWebText_2gram	0.7486055827799518	0.7534695920939193
pythia	410m	seed9	4000	OpenWebText_1gram	0.5941616819338179	0.5999308172016675
pythia	6_9b	seed1234	4	Pile_5gram	0.09443299611396455	0.1035245402021259
pythia	6_9b	seed1234	4	Pile_4gram	0.1010972904521624	0.11222189824592833
pythia	6_9b	seed1234	4	Pile_3gram	0.11271407085627447	0.12168512774163473
pythia	6_9b	seed1234	4	Pile_2gram	0.13111339148808304	0.13605203310506564
pythia	6_9b	seed1234	4	Pile_1gram	0.15723809958135693	0.15357135836951533
pythia	6_9b	seed1234	4	wcd_cc	0.11824210779380555	0.11987814897260582
pythia	6_9b	seed1234	4	ucd_cc	0.12140743155119725	0.12359913007793948
pythia	6_9b	seed1234	4	wcd_wiki	0.08861690571318012	0.08699912948822484
pythia	6_9b	seed1234	4	ucd_wiki	0.08795720498314001	0.08846806632468321
pythia	6_9b	seed1234	4	OpenWebText_5gram	0.09997704270450962	0.10811318321799418
pythia	6_9b	seed1234	4	OpenWebText_4gram	0.10293805296525176	0.11313788872040842
pythia	6_9b	seed1234	4	OpenWebText_3gram	0.1112784121698047	0.12140298380061412
pythia	6_9b	seed1234	4	OpenWebText_2gram	0.1303499092300898	0.1359094960178895
pythia	6_9b	seed1234	4	OpenWebText_1gram	0.15367866725392762	0.15066494792537688
pythia	160m	seed7	4000	Pile_5gram	0.7595726013424418	0.7568923071442146
pythia	160m	seed7	4000	Pile_4gram	0.7952455754826052	0.8033246490193564
pythia	160m	seed7	4000	Pile_3gram	0.8158573027951431	0.8222340195792225
pythia	160m	seed7	4000	Pile_2gram	0.7661087802384867	0.7714005317722058
pythia	160m	seed7	4000	Pile_1gram	0.6123709006004492	0.6192693472439624
pythia	160m	seed7	4000	wcd_cc	0.5532801314421156	0.568713747734283
pythia	160m	seed7	4000	ucd_cc	0.5423641044523403	0.5590842971447311
pythia	160m	seed7	4000	wcd_wiki	0.46644520538122175	0.4645823946156712
pythia	160m	seed7	4000	ucd_wiki	0.4409512523884708	0.4355712598006414
pythia	160m	seed7	4000	OpenWebText_5gram	0.7712391309180313	0.7723482976352836
pythia	160m	seed7	4000	OpenWebText_4gram	0.7889812982455102	0.7968198300405805
pythia	160m	seed7	4000	OpenWebText_3gram	0.8042776478590462	0.814420745587775
pythia	160m	seed7	4000	OpenWebText_2gram	0.7613151158522979	0.7680645793045086
pythia	160m	seed7	4000	OpenWebText_1gram	0.6085659919767206	0.6158936951677126
pythia	70m	seed4	4000	Pile_5gram	0.7523619617243196	0.7467779761117559
pythia	70m	seed4	4000	Pile_4gram	0.7935163242457332	0.8001617326571938
pythia	70m	seed4	4000	Pile_3gram	0.8297461599651148	0.8375789675607807
pythia	70m	seed4	4000	Pile_2gram	0.7989591339568043	0.8060024011370908
pythia	70m	seed4	4000	Pile_1gram	0.6533141704655527	0.6613760071081122
pythia	70m	seed4	4000	wcd_cc	0.5830192600214692	0.6021481339321698
pythia	70m	seed4	4000	ucd_cc	0.5718740561729585	0.5926040370685932
pythia	70m	seed4	4000	wcd_wiki	0.47357020361943963	0.4735580143487078
pythia	70m	seed4	4000	ucd_wiki	0.4457227468987646	0.44226901879715275
pythia	70m	seed4	4000	OpenWebText_5gram	0.7729071567706738	0.7707119446163925
pythia	70m	seed4	4000	OpenWebText_4gram	0.7942249548080688	0.7995596808413742
pythia	70m	seed4	4000	OpenWebText_3gram	0.821423014860677	0.8319157068332067
pythia	70m	seed4	4000	OpenWebText_2gram	0.7964147523863586	0.8045926269129327
pythia	70m	seed4	4000	OpenWebText_1gram	0.6524730745716256	0.6614293262748188
pythia	1_4b	seed1234	8000	Pile_5gram	0.7600661290956315	0.7617255301781479
pythia	1_4b	seed1234	8000	Pile_4gram	0.7863702542559706	0.795451223209246
pythia	1_4b	seed1234	8000	Pile_3gram	0.7843267078959459	0.7873143739736047
pythia	1_4b	seed1234	8000	Pile_2gram	0.7093622491706606	0.7095576766745798
pythia	1_4b	seed1234	8000	Pile_1gram	0.5440585589317739	0.5454040849889978
pythia	1_4b	seed1234	8000	wcd_cc	0.5024001322308825	0.5095596357037041
pythia	1_4b	seed1234	8000	ucd_cc	0.49341592056276756	0.5009555207731013
pythia	1_4b	seed1234	8000	wcd_wiki	0.43703352222367176	0.43181563466058037
pythia	1_4b	seed1234	8000	ucd_wiki	0.41808132274427307	0.4081307982315546
pythia	1_4b	seed1234	8000	OpenWebText_5gram	0.7566908536391684	0.7617442788442058
pythia	1_4b	seed1234	8000	OpenWebText_4gram	0.7702106598555692	0.7803285508388932
pythia	1_4b	seed1234	8000	OpenWebText_3gram	0.772004812231179	0.7794714431942017
pythia	1_4b	seed1234	8000	OpenWebText_2gram	0.7072955411830054	0.7084769414616593
pythia	1_4b	seed1234	8000	OpenWebText_1gram	0.5419296047079691	0.5436865630296913
pythia	410m	seed2	128000	Pile_5gram	0.7552511513322879	0.7593057552471242
pythia	410m	seed2	128000	Pile_4gram	0.7788574625873618	0.7892045102561472
pythia	410m	seed2	128000	Pile_3gram	0.7717018413910647	0.7747735671350616
pythia	410m	seed2	128000	Pile_2gram	0.6926849760928303	0.6930775302869788
pythia	410m	seed2	128000	Pile_1gram	0.5267378877797738	0.5290771278166347
pythia	410m	seed2	128000	wcd_cc	0.49041284425045567	0.4972539478366059
pythia	410m	seed2	128000	ucd_cc	0.4816897550662891	0.4885643393011581
pythia	410m	seed2	128000	wcd_wiki	0.43158910561055447	0.42626748451934166
pythia	410m	seed2	128000	ucd_wiki	0.41396971541835537	0.40355943561876506
pythia	410m	seed2	128000	OpenWebText_5gram	0.7485177440879696	0.7565389480034264
pythia	410m	seed2	128000	OpenWebText_4gram	0.7607099144298463	0.7732337562617811
pythia	410m	seed2	128000	OpenWebText_3gram	0.7591590084901713	0.7674860546089858
pythia	410m	seed2	128000	OpenWebText_2gram	0.6908765004068327	0.6925339497257843
pythia	410m	seed2	128000	OpenWebText_1gram	0.525066031085488	0.5275540314063987
pythia	160m	seed1	4000	Pile_5gram	0.7573316933242342	0.7544720639913137
