RegressionType	ModelFamily	ModelSize	ModelSeed	ModelStep	Rsquared	Rsquared_val
MatchedNgram_UCDWiki	pythia	410m	seed7	512	0.7929432856929179	0.7946533632721609
MatchedNgram_WCDWiki	pythia	410m	seed7	512	0.796135254172502	0.7979066267741308
UnmatchedNgram_UCDCC	pythia	14m	seed5	8	0.008180786911376248	0.007968874700009398
UnmatchedNgram_WCDCC	pythia	14m	seed5	8	0.008051629958718332	0.007342952249923096
UnmatchedNgram_UCDWiki	pythia	14m	seed5	8	0.010615314407151577	0.010623205005339975
UnmatchedNgram_WCDWiki	pythia	14m	seed5	8	0.01110338430980451	0.010380785490686661
MatchedNgram_UCDCC	pythia	14m	seed5	8	0.00842270897960673	0.008122340881340895
MatchedNgram_WCDCC	pythia	14m	seed5	8	0.008313547402854171	0.007547346046993808
MatchedNgram_UCDWiki	pythia	14m	seed5	8	0.010861555243647958	0.01072991464980999
MatchedNgram_WCDWiki	pythia	14m	seed5	8	0.011303375510182678	0.010473279574634509
UnmatchedNgram_UCDCC	pythia	14m	seed9	128000	0.6858201247351421	0.690169206081686
UnmatchedNgram_WCDCC	pythia	14m	seed9	128000	0.686672911395626	0.6913061667666467
UnmatchedNgram_UCDWiki	pythia	14m	seed9	128000	0.6958008107724176	0.699599491005887
UnmatchedNgram_WCDWiki	pythia	14m	seed9	128000	0.696225776391584	0.7008045714013318
MatchedNgram_UCDCC	pythia	14m	seed9	128000	0.6833614567981083	0.685217041507986
MatchedNgram_WCDCC	pythia	14m	seed9	128000	0.6847341500973931	0.6869723435874947
MatchedNgram_UCDWiki	pythia	14m	seed9	128000	0.691353001676141	0.6929906019444052
MatchedNgram_WCDWiki	pythia	14m	seed9	128000	0.693058127341788	0.6952904080308935
UnmatchedNgram_UCDCC	pythia	31m	seed4	64000	0.658573896260361	0.6605685048316666
UnmatchedNgram_WCDCC	pythia	31m	seed4	64000	0.6584404941510824	0.6607739451633976
UnmatchedNgram_UCDWiki	pythia	31m	seed4	64000	0.670490802618471	0.6723076120604621
UnmatchedNgram_WCDWiki	pythia	31m	seed4	64000	0.6695147937147892	0.6721245423172038
MatchedNgram_UCDCC	pythia	31m	seed4	64000	0.6614167627378909	0.6643939971893926
MatchedNgram_WCDCC	pythia	31m	seed4	64000	0.6618491393999588	0.6652039925686476
MatchedNgram_UCDWiki	pythia	31m	seed4	64000	0.6715336125666036	0.6746080922348993
MatchedNgram_WCDWiki	pythia	31m	seed4	64000	0.6720394789407937	0.6755959244118414
UnmatchedNgram_UCDCC	pythia	70m	seed9	1000	0.7072019583354814	0.7088008737043092
UnmatchedNgram_WCDCC	pythia	70m	seed9	1000	0.7091526367425147	0.7112008558513583
UnmatchedNgram_UCDWiki	pythia	70m	seed9	1000	0.7148431518140278	0.7163180487717146
UnmatchedNgram_WCDWiki	pythia	70m	seed9	1000	0.7163799093998517	0.7181602829677882
MatchedNgram_UCDCC	pythia	70m	seed9	1000	0.703344442569775	0.7062734442141857
MatchedNgram_WCDCC	pythia	70m	seed9	1000	0.7059212527016341	0.7093480611014016
MatchedNgram_UCDWiki	pythia	70m	seed9	1000	0.7092387449147078	0.7122606433016521
MatchedNgram_WCDWiki	pythia	70m	seed9	1000	0.7120513195338685	0.7151557216907465
UnmatchedNgram_UCDCC	pythia	70m	seed3	64000	0.6399654187191693	0.6421126763161304
UnmatchedNgram_WCDCC	pythia	70m	seed3	64000	0.6394979688713929	0.6417094563860575
UnmatchedNgram_UCDWiki	pythia	70m	seed3	64000	0.6516814134103208	0.6539707514908272
UnmatchedNgram_WCDWiki	pythia	70m	seed3	64000	0.6495088507378592	0.6522431135229945
MatchedNgram_UCDCC	pythia	70m	seed3	64000	0.643920964391757	0.6480564787967518
MatchedNgram_WCDCC	pythia	70m	seed3	64000	0.6439078166995607	0.6481393067060501
MatchedNgram_UCDWiki	pythia	70m	seed3	64000	0.6538849047346298	0.6583566017882478
MatchedNgram_WCDWiki	pythia	70m	seed3	64000	0.6531608831197393	0.6577622359390545
UnmatchedNgram_UCDCC	pythia	410m	seed1	2000	0.6854018347757759	0.6856443483989851
UnmatchedNgram_WCDCC	pythia	410m	seed1	2000	0.6859076540867597	0.6862865901433354
UnmatchedNgram_UCDWiki	pythia	410m	seed1	2000	0.6949716988694393	0.6951430980703089
UnmatchedNgram_WCDWiki	pythia	410m	seed1	2000	0.6938532746302772	0.6943667287435351
MatchedNgram_UCDCC	pythia	410m	seed1	2000	0.6814095003693215	0.6843979224120418
MatchedNgram_WCDCC	pythia	410m	seed1	2000	0.6824269989172969	0.68557293121838
MatchedNgram_UCDWiki	pythia	410m	seed1	2000	0.6890448947586894	0.692076317278252
MatchedNgram_WCDWiki	pythia	410m	seed1	2000	0.6893477998689919	0.6924079753082655
UnmatchedNgram_UCDCC	pythia	31m	seed7	16	0.03978811616086275	0.04087235904920128
UnmatchedNgram_WCDCC	pythia	31m	seed7	16	0.03969580421783292	0.040870906402757035
UnmatchedNgram_UCDWiki	pythia	31m	seed7	16	0.04014065726267957	0.041449790169623024
UnmatchedNgram_WCDWiki	pythia	31m	seed7	16	0.04043385556876422	0.04171691669162725
MatchedNgram_UCDCC	pythia	31m	seed7	16	0.040457279409495506	0.04131829024255995
MatchedNgram_WCDCC	pythia	31m	seed7	16	0.040393541790715304	0.041340890344957026
MatchedNgram_UCDWiki	pythia	31m	seed7	16	0.040728546794721376	0.04182229684482808
MatchedNgram_WCDWiki	pythia	31m	seed7	16	0.041039768415107925	0.04212781259082188
UnmatchedNgram_UCDCC	pythia	160m	seed5	16000	0.6170347155867711	0.6182385058644595
UnmatchedNgram_WCDCC	pythia	160m	seed5	16000	0.6160622248654934	0.6173114673715916
UnmatchedNgram_UCDWiki	pythia	160m	seed5	16000	0.6292814425013546	0.6306063682213122
UnmatchedNgram_WCDWiki	pythia	160m	seed5	16000	0.6254691131433299	0.6269632043087201
MatchedNgram_UCDCC	pythia	160m	seed5	16000	0.627024529441085	0.6278933917358069
MatchedNgram_WCDCC	pythia	160m	seed5	16000	0.6264123213917703	0.6273754815800067
MatchedNgram_UCDWiki	pythia	160m	seed5	16000	0.6372793984364113	0.6384976987271882
MatchedNgram_WCDWiki	pythia	160m	seed5	16000	0.6348702113778233	0.6359784872428723
UnmatchedNgram_UCDCC	pythia	410m	seed7	1	0.02459738791452981	0.02210973236165814
UnmatchedNgram_WCDCC	pythia	410m	seed7	1	0.02453670057488988	0.022016114671497
UnmatchedNgram_UCDWiki	pythia	410m	seed7	1	0.02567924951510203	0.02313594797774221
UnmatchedNgram_WCDWiki	pythia	410m	seed7	1	0.025194317142583467	0.02267644087433085
MatchedNgram_UCDCC	pythia	410m	seed7	1	0.02556813526084678	0.02300344337899174
MatchedNgram_WCDCC	pythia	410m	seed7	1	0.025566577893063824	0.022940179379792314
MatchedNgram_UCDWiki	pythia	410m	seed7	1	0.026463784663254275	0.023932357920730007
MatchedNgram_WCDWiki	pythia	410m	seed7	1	0.026027262915879534	0.023510553974026682
UnmatchedNgram_UCDCC	pythia	160m	seed9	8	0.17553370130439716	0.17324272414626174
UnmatchedNgram_WCDCC	pythia	160m	seed9	8	0.1755080694186566	0.17314260161306394
UnmatchedNgram_UCDWiki	pythia	160m	seed9	8	0.1810715901666643	0.17826451900338702
UnmatchedNgram_WCDWiki	pythia	160m	seed9	8	0.18368550541676032	0.18097466450289168
MatchedNgram_UCDCC	pythia	160m	seed9	8	0.18109887549016102	0.17811979114796284
MatchedNgram_WCDCC	pythia	160m	seed9	8	0.18116597211256447	0.17811114204244327
MatchedNgram_UCDWiki	pythia	160m	seed9	8	0.18599216709706134	0.18257193935058758
MatchedNgram_WCDWiki	pythia	160m	seed9	8	0.18855208414425062	0.18522404971205608
UnmatchedNgram_UCDCC	pythia	410m	seed5	1	0.006632296400643112	0.005802469712870573
UnmatchedNgram_WCDCC	pythia	410m	seed5	1	0.006535510059049066	0.00551400446285133
UnmatchedNgram_UCDWiki	pythia	410m	seed5	1	0.006317707731057998	0.005194723775308496
UnmatchedNgram_WCDWiki	pythia	410m	seed5	1	0.0062702775985694625	0.005039795645580325
MatchedNgram_UCDCC	pythia	410m	seed5	1	0.006544803801000532	0.006425810835833823
MatchedNgram_WCDCC	pythia	410m	seed5	1	0.0064458252443334585	0.0061735106038020016
MatchedNgram_UCDWiki	pythia	410m	seed5	1	0.006220283759661327	0.005853152750210255
MatchedNgram_WCDWiki	pythia	410m	seed5	1	0.006167581886953544	0.00573156696186905
UnmatchedNgram_UCDCC	pythia	31m	seed9	1	0.0013562925540503423	0.0021249839745403065
UnmatchedNgram_WCDCC	pythia	31m	seed9	1	0.0015952716679218382	0.002437019935927154
UnmatchedNgram_UCDWiki	pythia	31m	seed9	1	0.0007511234916671716	0.0010276500507473418
UnmatchedNgram_WCDWiki	pythia	31m	seed9	1	0.0009871663580913737	0.001244710790935799
MatchedNgram_UCDCC	pythia	31m	seed9	1	0.001349253597131006	0.002183071556072669
MatchedNgram_WCDCC	pythia	31m	seed9	1	0.001573704895980299	0.002465923500763245
MatchedNgram_UCDWiki	pythia	31m	seed9	1	0.0007620493062125977	0.0010737955912469843
MatchedNgram_WCDWiki	pythia	31m	seed9	1	0.000992346348938633	0.0012757427071464766
UnmatchedNgram_UCDCC	pythia	70m	seed5	64000	0.6548793846101768	0.6569361001327672
UnmatchedNgram_WCDCC	pythia	70m	seed5	64000	0.6544606943620712	0.6566295101130558
UnmatchedNgram_UCDWiki	pythia	70m	seed5	64000	0.6666628230717524	0.6686593383417802
UnmatchedNgram_WCDWiki	pythia	70m	seed5	64000	0.6642686506210596	0.6667776863073414
MatchedNgram_UCDCC	pythia	70m	seed5	64000	0.6575445414292065	0.6610691522228391
MatchedNgram_WCDCC	pythia	70m	seed5	64000	0.6575800588792686	0.6612366270900195
MatchedNgram_UCDWiki	pythia	70m	seed5	64000	0.6674213123582086	0.6710350217490019
MatchedNgram_WCDWiki	pythia	70m	seed5	64000	0.6664961274654841	0.6702855820562148
UnmatchedNgram_UCDCC	pythia	31m	seed8	8000	0.6848569573569394	0.6841453462565215
UnmatchedNgram_WCDCC	pythia	31m	seed8	8000	0.6850607219159747	0.6845610690120685
UnmatchedNgram_UCDWiki	pythia	31m	seed8	8000	0.6947398630084978	0.6931651996460207
UnmatchedNgram_WCDWiki	pythia	31m	seed8	8000	0.693848047465863	0.6928582702387976
MatchedNgram_UCDCC	pythia	31m	seed8	8000	0.6854949087388678	0.6861715996962446
MatchedNgram_WCDCC	pythia	31m	seed8	8000	0.6862774390370958	0.687195139042053
MatchedNgram_UCDWiki	pythia	31m	seed8	8000	0.693554735606077	0.6936634435406978
MatchedNgram_WCDWiki	pythia	31m	seed8	8000	0.6940995751329915	0.6944590321546961
UnmatchedNgram_UCDCC	pythia	410m	seed3	8000	0.6149752081556157	0.6176931065226985
UnmatchedNgram_WCDCC	pythia	410m	seed3	8000	0.6137156488021029	0.6164812839146865
UnmatchedNgram_UCDWiki	pythia	410m	seed3	8000	0.6272491047104458	0.6299103419350949
UnmatchedNgram_WCDWiki	pythia	410m	seed3	8000	0.6227032702206599	0.6256343578802954
MatchedNgram_UCDCC	pythia	410m	seed3	8000	0.6237178912858214	0.6281112196478665
MatchedNgram_WCDCC	pythia	410m	seed3	8000	0.6227793278702022	0.6272416758755608
MatchedNgram_UCDWiki	pythia	410m	seed3	8000	0.6338831959062267	0.6383732062401015
MatchedNgram_WCDWiki	pythia	410m	seed3	8000	0.6307503004222668	0.6351912380630746
UnmatchedNgram_UCDCC	pythia	70m	seed9	64	0.6533911959069196	0.6509549377932593
UnmatchedNgram_WCDCC	pythia	70m	seed9	64	0.6541225454065717	0.6515104571577539
UnmatchedNgram_UCDWiki	pythia	70m	seed9	64	0.6581089566468139	0.6556897881482768
UnmatchedNgram_WCDWiki	pythia	70m	seed9	64	0.6633293190260234	0.6610031095054053
MatchedNgram_UCDCC	pythia	70m	seed9	64	0.6699421827428486	0.6690084525771318
MatchedNgram_WCDCC	pythia	70m	seed9	64	0.6709896565252644	0.669875873326143
MatchedNgram_UCDWiki	pythia	70m	seed9	64	0.6735343450526601	0.6728951361705826
MatchedNgram_WCDWiki	pythia	70m	seed9	64	0.6786750442120721	0.6780683820394493
UnmatchedNgram_UCDCC	pythia	160m	seed1234	1	0.009834150449717693	0.007376609313247795
UnmatchedNgram_WCDCC	pythia	160m	seed1234	1	0.009644747222390171	0.007169178722760017
UnmatchedNgram_UCDWiki	pythia	160m	seed1234	1	0.008764622089186047	0.006378872101433619
UnmatchedNgram_WCDWiki	pythia	160m	seed1234	1	0.00881725115075127	0.006383122565926991
MatchedNgram_UCDCC	pythia	160m	seed1234	1	0.009885515030309766	0.0073283242603798815
MatchedNgram_WCDCC	pythia	160m	seed1234	1	0.009700326091886868	0.007140992928721279
MatchedNgram_UCDWiki	pythia	160m	seed1234	1	0.008844546979213663	0.006270090142617701
MatchedNgram_WCDWiki	pythia	160m	seed1234	1	0.008875192252601138	0.006289379789557126
UnmatchedNgram_UCDCC	pythia	14m	seed3	2	0.03250652906846907	0.029683581577908846
UnmatchedNgram_WCDCC	pythia	14m	seed3	2	0.03304763951874101	0.029941607407919735
UnmatchedNgram_UCDWiki	pythia	14m	seed3	2	0.03530983097546414	0.03128374381284671
UnmatchedNgram_WCDWiki	pythia	14m	seed3	2	0.037002234670927225	0.032419836719477124
MatchedNgram_UCDCC	pythia	14m	seed3	2	0.03334590077749833	0.030805517794327386
MatchedNgram_WCDCC	pythia	14m	seed3	2	0.033857057057832596	0.031029993946649626
MatchedNgram_UCDWiki	pythia	14m	seed3	2	0.03588727960923088	0.032230847725157497
MatchedNgram_WCDWiki	pythia	14m	seed3	2	0.03750508795915042	0.03329375513139465
UnmatchedNgram_UCDCC	pythia	14m	seed8	256	0.8805140212623864	0.879790876004187
UnmatchedNgram_WCDCC	pythia	14m	seed8	256	0.8813947256413427	0.8807278839000886
UnmatchedNgram_UCDWiki	pythia	14m	seed8	256	0.8799309068357307	0.8793736045858539
UnmatchedNgram_WCDWiki	pythia	14m	seed8	256	0.8812078884129084	0.8806839283761758
MatchedNgram_UCDCC	pythia	14m	seed8	256	0.8982238373982955	0.8978216246250112
MatchedNgram_WCDCC	pythia	14m	seed8	256	0.8992658611224826	0.8988965997837187
MatchedNgram_UCDWiki	pythia	14m	seed8	256	0.8972908877284447	0.8971195512014888
MatchedNgram_WCDWiki	pythia	14m	seed8	256	0.8984597699039202	0.8982935766046372
UnmatchedNgram_UCDCC	pythia	14m	seed3	8000	0.7059304204684387	0.7071609056011768
UnmatchedNgram_WCDCC	pythia	14m	seed3	8000	0.7070029576892268	0.7085330893396898
UnmatchedNgram_UCDWiki	pythia	14m	seed3	8000	0.7146413321672487	0.7162857907886533
UnmatchedNgram_WCDWiki	pythia	14m	seed3	8000	0.7153454595687891	0.717675633015379
MatchedNgram_UCDCC	pythia	14m	seed3	8000	0.6995261572078008	0.7019173428670102
MatchedNgram_WCDCC	pythia	14m	seed3	8000	0.7012015400531451	0.7039408426654848
MatchedNgram_UCDWiki	pythia	14m	seed3	8000	0.7062552209160544	0.7093083065478837
MatchedNgram_WCDWiki	pythia	14m	seed3	8000	0.7082725674976488	0.7117958437827228
UnmatchedNgram_UCDCC	pythia	14m	seed2	1	0.01172602599614958	0.011962227960543248
UnmatchedNgram_WCDCC	pythia	14m	seed2	1	0.011475113671422066	0.011860510138235636
UnmatchedNgram_UCDWiki	pythia	14m	seed2	1	0.01378421376938499	0.013592697306965773
UnmatchedNgram_WCDWiki	pythia	14m	seed2	1	0.013930784973853028	0.014025450562656028
MatchedNgram_UCDCC	pythia	14m	seed2	1	0.012099014685850618	0.012404527430121104
MatchedNgram_WCDCC	pythia	14m	seed2	1	0.011882692620494795	0.012326343611592128
MatchedNgram_UCDWiki	pythia	14m	seed2	1	0.014120650199781704	0.01398084180546233
MatchedNgram_WCDWiki	pythia	14m	seed2	1	0.014270512092044996	0.014391390904977652
UnmatchedNgram_UCDCC	pythia	160m	seed5	64000	0.623409114416658	0.6239077638105057
UnmatchedNgram_WCDCC	pythia	160m	seed5	64000	0.6221605711533025	0.6229229190573564
UnmatchedNgram_UCDWiki	pythia	160m	seed5	64000	0.6364523587525265	0.6371419118383336
UnmatchedNgram_WCDWiki	pythia	160m	seed5	64000	0.6318479073955927	0.6328412568515538
MatchedNgram_UCDCC	pythia	160m	seed5	64000	0.631750355792231	0.6336660789807296
MatchedNgram_WCDCC	pythia	160m	seed5	64000	0.6308495356780355	0.6330630150589673
MatchedNgram_UCDWiki	pythia	160m	seed5	64000	0.6426149319317689	0.6448846485139121
MatchedNgram_WCDWiki	pythia	160m	seed5	64000	0.6394774205619029	0.6417330416526142
UnmatchedNgram_UCDCC	pythia	410m	seed5	64	0.6684848521737858	0.6668477280372238
UnmatchedNgram_WCDCC	pythia	410m	seed5	64	0.6692288606052613	0.6675724369353773
UnmatchedNgram_UCDWiki	pythia	410m	seed5	64	0.6668602715398959	0.6653103206538263
UnmatchedNgram_WCDWiki	pythia	410m	seed5	64	0.6714424513210948	0.6701106441569794
MatchedNgram_UCDCC	pythia	410m	seed5	64	0.6838941575672886	0.6829236088725564
MatchedNgram_WCDCC	pythia	410m	seed5	64	0.6851077230421032	0.6841015558930883
MatchedNgram_UCDWiki	pythia	410m	seed5	64	0.6816307773563476	0.6810046228717219
MatchedNgram_WCDWiki	pythia	410m	seed5	64	0.6862670272530664	0.6857687405033707
UnmatchedNgram_UCDCC	pythia	14m	seed7	143000	0.72025686385209	0.7244935969131803
UnmatchedNgram_WCDCC	pythia	14m	seed7	143000	0.7218053603294925	0.7262535409890369
UnmatchedNgram_UCDWiki	pythia	14m	seed7	143000	0.7281471300729156	0.7321962377724334
UnmatchedNgram_WCDWiki	pythia	14m	seed7	143000	0.7301547494884063	0.734585862273657
MatchedNgram_UCDCC	pythia	14m	seed7	143000	0.7211662885373198	0.7231751848790005
MatchedNgram_WCDCC	pythia	14m	seed7	143000	0.7232141315714368	0.7255114772567256
MatchedNgram_UCDWiki	pythia	14m	seed7	143000	0.727391843016568	0.729539215917896
MatchedNgram_WCDWiki	pythia	14m	seed7	143000	0.7304823226671451	0.7328616940253425
UnmatchedNgram_UCDCC	pythia	160m	seed5	128	0.8776748994804269	0.8768543927384008
UnmatchedNgram_WCDCC	pythia	160m	seed5	128	0.878746173426456	0.8779120325105068
UnmatchedNgram_UCDWiki	pythia	160m	seed5	128	0.8763743778628275	0.8759381284435545
UnmatchedNgram_WCDWiki	pythia	160m	seed5	128	0.8774694834492683	0.8770575504445667
MatchedNgram_UCDCC	pythia	160m	seed5	128	0.8933172915902334	0.8930210954308656
MatchedNgram_WCDCC	pythia	160m	seed5	128	0.8946202628143758	0.8942775012607593
MatchedNgram_UCDWiki	pythia	160m	seed5	128	0.8916580277173017	0.8918221714247554
MatchedNgram_WCDWiki	pythia	160m	seed5	128	0.8927439251895043	0.8928876123522963
UnmatchedNgram_UCDCC	pythia	14m	seed3	32	0.06210884198677369	0.06102651847626306
UnmatchedNgram_WCDCC	pythia	14m	seed3	32	0.05965685703888024	0.05881767340735067
UnmatchedNgram_UCDWiki	pythia	14m	seed3	32	0.05913641354477461	0.05864499869955542
UnmatchedNgram_WCDWiki	pythia	14m	seed3	32	0.0587305386163558	0.05827149318661662
MatchedNgram_UCDCC	pythia	14m	seed3	32	0.06373089245766017	0.062258911845513465
MatchedNgram_WCDCC	pythia	14m	seed3	32	0.06147624727927481	0.06018695970170285
MatchedNgram_UCDWiki	pythia	14m	seed3	32	0.06090532560561612	0.059888837747036794
MatchedNgram_WCDWiki	pythia	14m	seed3	32	0.060554412752272246	0.05956413361962132
UnmatchedNgram_UCDCC	pythia	160m	seed2	8000	0.626854622964705	0.6285829450623488
UnmatchedNgram_WCDCC	pythia	160m	seed2	8000	0.6255256716330936	0.6275026659728014
UnmatchedNgram_UCDWiki	pythia	160m	seed2	8000	0.6397788008597656	0.6410269511806685
UnmatchedNgram_WCDWiki	pythia	160m	seed2	8000	0.6355822701354374	0.6373517412175643
MatchedNgram_UCDCC	pythia	160m	seed2	8000	0.6347901838395745	0.6381803274921217
MatchedNgram_WCDCC	pythia	160m	seed2	8000	0.6338707669177157	0.6375227912911707
MatchedNgram_UCDWiki	pythia	160m	seed2	8000	0.6456557125955407	0.6487429016283839
MatchedNgram_WCDWiki	pythia	160m	seed2	8000	0.6429345881800255	0.6461875730094107
UnmatchedNgram_UCDCC	pythia	160m	seed2	64	0.6533858193368474	0.6515118846422348
UnmatchedNgram_WCDCC	pythia	160m	seed2	64	0.654668235826473	0.6525626203093295
UnmatchedNgram_UCDWiki	pythia	160m	seed2	64	0.6550007107718814	0.6528834874156906
UnmatchedNgram_WCDWiki	pythia	160m	seed2	64	0.6605867472603513	0.6584733153450852
MatchedNgram_UCDCC	pythia	160m	seed2	64	0.6696833624389462	0.6684004124851928
MatchedNgram_WCDCC	pythia	160m	seed2	64	0.6713096509865996	0.6698040834604404
MatchedNgram_UCDWiki	pythia	160m	seed2	64	0.6705175818193547	0.6692635973249248
MatchedNgram_WCDWiki	pythia	160m	seed2	64	0.6760424585640341	0.6747427472280914
UnmatchedNgram_UCDCC	pythia	70m	seed7	64	0.6132771827564416	0.6097065956884488
UnmatchedNgram_WCDCC	pythia	70m	seed7	64	0.6133934158178667	0.6094177800062104
UnmatchedNgram_UCDWiki	pythia	70m	seed7	64	0.6208424463356416	0.6161736724858224
UnmatchedNgram_WCDWiki	pythia	70m	seed7	64	0.6263164763993672	0.6211392894972838
MatchedNgram_UCDCC	pythia	70m	seed7	64	0.6315505133690507	0.6283375253274583
MatchedNgram_WCDCC	pythia	70m	seed7	64	0.6320434027579295	0.628426502604816
MatchedNgram_UCDWiki	pythia	70m	seed7	64	0.6379637843950039	0.6339265455378034
MatchedNgram_WCDWiki	pythia	70m	seed7	64	0.6434158943236326	0.6388187118579781
UnmatchedNgram_UCDCC	pythia	14m	seed1234	16000	0.6865099689289447	0.6896861136368247
UnmatchedNgram_WCDCC	pythia	14m	seed1234	16000	0.687962360725443	0.6915180005210284
UnmatchedNgram_UCDWiki	pythia	14m	seed1234	16000	0.6953126363197527	0.6986655676354541
UnmatchedNgram_WCDWiki	pythia	14m	seed1234	16000	0.6962957863191641	0.7003747299094574
MatchedNgram_UCDCC	pythia	14m	seed1234	16000	0.6812466124342766	0.6834053926771874
MatchedNgram_WCDCC	pythia	14m	seed1234	16000	0.6833071112801221	0.6859229673204257
MatchedNgram_UCDWiki	pythia	14m	seed1234	16000	0.6880194039051862	0.6906563822317955
MatchedNgram_WCDWiki	pythia	14m	seed1234	16000	0.6903201164777611	0.6934813576242678
UnmatchedNgram_UCDCC	pythia	160m	seed4	2000	0.6658925995599965	0.6710667376129673
UnmatchedNgram_WCDCC	pythia	160m	seed4	2000	0.6661448341936667	0.6716649191891171
UnmatchedNgram_UCDWiki	pythia	160m	seed4	2000	0.6770399485136799	0.6814184360235142
UnmatchedNgram_WCDWiki	pythia	160m	seed4	2000	0.6754786472346517	0.6804221782362867
MatchedNgram_UCDCC	pythia	160m	seed4	2000	0.666971544634756	0.6725539960769944
MatchedNgram_WCDCC	pythia	160m	seed4	2000	0.667707971485427	0.6737088931271301
MatchedNgram_UCDWiki	pythia	160m	seed4	2000	0.6762769817859975	0.6813584243943217
MatchedNgram_WCDWiki	pythia	160m	seed4	2000	0.6761570995961905	0.6815285096569296
UnmatchedNgram_UCDCC	pythia	14m	seed6	128000	0.6961108897300674	0.6987725467722958
UnmatchedNgram_WCDCC	pythia	14m	seed6	128000	0.6973234083492973	0.7002728432456966
UnmatchedNgram_UCDWiki	pythia	14m	seed6	128000	0.7059832928527059	0.7082596013804057
UnmatchedNgram_WCDWiki	pythia	14m	seed6	128000	0.7074215381219435	0.7101997629395784
MatchedNgram_UCDCC	pythia	14m	seed6	128000	0.695638320953409	0.6985908554862068
MatchedNgram_WCDCC	pythia	14m	seed6	128000	0.6973898418855071	0.700676554218395
MatchedNgram_UCDWiki	pythia	14m	seed6	128000	0.7037393872612073	0.7066245058542748
MatchedNgram_WCDWiki	pythia	14m	seed6	128000	0.7064466198926976	0.7095887636076765
UnmatchedNgram_UCDCC	pythia	70m	seed1234	512	0.7874191792512479	0.7879667249834814
UnmatchedNgram_WCDCC	pythia	70m	seed1234	512	0.7897381699936157	0.7902574582430293
UnmatchedNgram_UCDWiki	pythia	70m	seed1234	512	0.7873023121315154	0.7877025424584979
UnmatchedNgram_WCDWiki	pythia	70m	seed1234	512	0.789352327009601	0.7898071064723445
MatchedNgram_UCDCC	pythia	70m	seed1234	512	0.7880796051505057	0.7894755882203786
MatchedNgram_WCDCC	pythia	70m	seed1234	512	0.7909479638848921	0.7923315990373342
MatchedNgram_UCDWiki	pythia	70m	seed1234	512	0.7868315118914966	0.7883058594465826
MatchedNgram_WCDWiki	pythia	70m	seed1234	512	0.7894617395503856	0.7908786595422065
UnmatchedNgram_UCDCC	pythia	160m	seed8	8000	0.6331781975013064	0.635236077261312
UnmatchedNgram_WCDCC	pythia	160m	seed8	8000	0.6319789355396463	0.6342682858586517
UnmatchedNgram_UCDWiki	pythia	160m	seed8	8000	0.6452245603177579	0.6475991412149488
UnmatchedNgram_WCDWiki	pythia	160m	seed8	8000	0.6411372858428701	0.643658141427443
MatchedNgram_UCDCC	pythia	160m	seed8	8000	0.6386372178626283	0.6408006063640508
MatchedNgram_WCDCC	pythia	160m	seed8	8000	0.6378180215625713	0.6402478319372598
MatchedNgram_UCDWiki	pythia	160m	seed8	8000	0.6486474128491208	0.6513229765486335
MatchedNgram_WCDWiki	pythia	160m	seed8	8000	0.6460069309610375	0.6485432379738024
UnmatchedNgram_UCDCC	pythia	70m	seed6	256	0.8472779062738807	0.8467713894647313
UnmatchedNgram_WCDCC	pythia	70m	seed6	256	0.8487028367209739	0.8483771914213207
UnmatchedNgram_UCDWiki	pythia	70m	seed6	256	0.8441719162436934	0.843875383321037
UnmatchedNgram_WCDWiki	pythia	70m	seed6	256	0.8450359845114659	0.8448130864095726
MatchedNgram_UCDCC	pythia	70m	seed6	256	0.8571430900131782	0.8571073840523515
MatchedNgram_WCDCC	pythia	70m	seed6	256	0.8589785998873459	0.8591110138331841
MatchedNgram_UCDWiki	pythia	70m	seed6	256	0.8537868738419765	0.8540395891074923
MatchedNgram_WCDWiki	pythia	70m	seed6	256	0.8547931350171607	0.8550764884676376
UnmatchedNgram_UCDCC	pythia	70m	seed7	8	0.007832504026185405	0.005038146225803897
UnmatchedNgram_WCDCC	pythia	70m	seed7	8	0.007667174871151317	0.004821470741968481
UnmatchedNgram_UCDWiki	pythia	70m	seed7	8	0.008106363079415035	0.0054601716003565
UnmatchedNgram_WCDWiki	pythia	70m	seed7	8	0.00834595083516132	0.005516997966174109
MatchedNgram_UCDCC	pythia	70m	seed7	8	0.008164163114173784	0.005343040598018822
MatchedNgram_WCDCC	pythia	70m	seed7	8	0.008036089041433048	0.005162354432158178
MatchedNgram_UCDWiki	pythia	70m	seed7	8	0.008499600276293706	0.005837936637687835
MatchedNgram_WCDWiki	pythia	70m	seed7	8	0.008754118797861365	0.00590671156474698
UnmatchedNgram_UCDCC	pythia	31m	seed2	1	0.012214903614066186	0.008979331420938097
UnmatchedNgram_WCDCC	pythia	31m	seed2	1	0.013006129593489457	0.009513546115826887
UnmatchedNgram_UCDWiki	pythia	31m	seed2	1	0.013358112969690472	0.010688199170264312
UnmatchedNgram_WCDWiki	pythia	31m	seed2	1	0.014738182576302772	0.012001603451479603
MatchedNgram_UCDCC	pythia	31m	seed2	1	0.012235057135231875	0.0089970590467362
MatchedNgram_WCDCC	pythia	31m	seed2	1	0.013032514754338531	0.009506082322768838
MatchedNgram_UCDWiki	pythia	31m	seed2	1	0.013270118088432814	0.010600255040591366
