RegressionType	ModelFamily	ModelSize	ModelSeed	ModelStep	Rsquared	Rsquared_val
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed1	80	0.8823655183511976	0.882265768292964
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed1	80	0.8797381437636104	0.8798340662063748
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed1	80	0.8801976558059775	0.8802917812272874
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed1	80	0.8598240067489549	0.8600684315993304
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed1	80	0.8618001494662937	0.8620591608884528
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed1	80	0.8570712936645621	0.8576249082421431
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed1	80	0.8576494784908679	0.8581946034536962
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed2	20	0.7000082045587648	0.6986209669035099
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed2	20	0.6996975830900036	0.6982725914333712
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed2	20	0.7053077298793916	0.7030646546289196
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed2	20	0.7070987072287832	0.7045441342578087
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed2	20	0.7092128633698015	0.7081333173439475
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed2	20	0.7090499262271781	0.7079308623853804
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed2	20	0.7129796678000172	0.7113560816053668
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed2	20	0.7147451833127825	0.7128365543016748
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed0	80	0.8867701371632613	0.886362514208953
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed0	80	0.8886875751560173	0.888189857001352
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed0	80	0.8831350865546551	0.883013992240516
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed0	80	0.884249245307485	0.8840105517792637
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed0	80	0.8663178028334364	0.8666131566032765
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed0	80	0.869020194637718	0.8691891856847007
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed0	80	0.8603889151823938	0.8611935034182282
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed0	80	0.8617087164223445	0.8623354659839629
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	80	0.9236791640667791	0.9241816401103731
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	80	0.9246043227146469	0.9251007906684978
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	80	0.9224869186282888	0.9230279725666152
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	80	0.9228504740221518	0.9233913586432079
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	80	0.9032601368326042	0.9042316548096211
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	80	0.9046998331081265	0.9056556483299876
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	80	0.9008005577569002	0.90185165498539
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	80	0.9011576762503135	0.9022105010504788
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed3	2560	0.6941154670830427	0.6919809692484569
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed3	2560	0.6945731474991094	0.6928368961114127
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed3	2560	0.7011727540670127	0.698961277387323
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed3	2560	0.7005677746493647	0.6989224891919048
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed3	2560	0.6741944218905166	0.6741570296443341
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed3	2560	0.6753021598741401	0.6757505343985755
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed3	2560	0.6795931424970114	0.6795988180052922
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed3	2560	0.6805039911687484	0.6808535696710625
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed0	10	0.5273549337041955	0.5253175192753582
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed0	10	0.5267996747261215	0.5244405539174404
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed0	10	0.5357489460117386	0.5327676253080775
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed0	10	0.5403401907722718	0.5369099003006057
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed0	10	0.542774847574965	0.5413425262670886
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed0	10	0.5425092365516185	0.5407931651207121
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed0	10	0.549797866403477	0.5476867241517378
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed0	10	0.5542340298514783	0.5516902441776257
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed1	1280	0.7192295464671936	0.7228797369931305
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed1	1280	0.7207739500236114	0.7245534569552735
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed1	1280	0.7228252529031216	0.7265435973227997
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed1	1280	0.7238287649670125	0.7276588801653006
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed1	1280	0.6863638340686977	0.6911625953549878
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed1	1280	0.6888555583101499	0.6938627634075807
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed1	1280	0.6876283888209997	0.6926294090641649
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed1	1280	0.6901606763146559	0.6951025524475245
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed5	320	0.7633777876363567	0.7642304864534597
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed5	320	0.7659660369759264	0.7669841795963176
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed5	320	0.765860941049917	0.7669613063041406
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed5	320	0.7683386538186119	0.76962667557785
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed5	320	0.7439875128263215	0.7467017521669613
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed5	320	0.7475632269128544	0.7504489011654227
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed5	320	0.7438286865136952	0.7469742471459884
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed5	320	0.7476365661632507	0.7507498340108283
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed1	10	0.4216525578196776	0.41852375870383596
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed1	10	0.4203854459587718	0.41740469499746014
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed1	10	0.42574338397421674	0.4219727050551547
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed1	10	0.4306990702073985	0.42695248976525946
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed1	10	0.4310359405906019	0.4281606283344792
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed1	10	0.43012942919131303	0.4273741170223786
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed1	10	0.4341968598997148	0.4308899095600308
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed1	10	0.43907913730259174	0.43572882805258506
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	40	0.8173357944014471	0.8164980367913703
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	40	0.8173315927587583	0.816421981389638
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	40	0.8173112343201032	0.8164043956216813
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	40	0.8177951002644445	0.8168215606217695
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	40	0.815094021132191	0.8154576795660137
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	40	0.8152290957341195	0.8154911940701193
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	40	0.8140345925626248	0.8144978220648695
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	40	0.8145542164386893	0.8149082486557387
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed3	40	0.9613937607397179	0.9610369118756039
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed3	40	0.9617542683461631	0.9614016342258286
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed3	40	0.9609562510964641	0.9606180888618225
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed3	40	0.961321129419089	0.9609911488810513
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed3	40	0.946157707517649	0.946682671776888
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed3	40	0.9467952989779016	0.9473150989659062
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed3	40	0.944772678107755	0.9454018005586702
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed3	40	0.9451397361923043	0.945759500233095
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed3	320	0.7535695751788564	0.754802751343658
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed3	320	0.7564111639560811	0.7578796557659505
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed3	320	0.7558496012886966	0.7573580422800265
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed3	320	0.7583566007924043	0.7600672871355622
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed3	320	0.733770738420767	0.7362709186025735
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed3	320	0.7376392530787812	0.7404091665926318
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed3	320	0.7335188565500071	0.7365104528416215
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed3	320	0.737372303825647	0.7403703381219422
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed1	640	0.7441735837663417	0.7470327586699492
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed1	640	0.7462860072315178	0.7493846687046322
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed1	640	0.7437766357583857	0.7463672511872319
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed1	640	0.7457559262980631	0.7484485392547062
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed1	640	0.7094246355594076	0.7133199627381551
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed1	640	0.712651312245054	0.7168736339653616
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed1	640	0.7060324119872916	0.7097117754126998
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed1	640	0.709367331638328	0.7129932457231397
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	20	0.7080983982341998	0.7069455840114411
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	20	0.707466122583451	0.7060918864156227
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	20	0.7147726513873904	0.7128353392135185
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	20	0.7164660252427004	0.7144411052191324
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	20	0.7192180068309189	0.7183417297912205
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	20	0.7187930456512068	0.7177073124672464
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	20	0.7242728269285552	0.7228778380957339
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	20	0.7260547618804398	0.7245494782908938
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	320	0.7842108794178457	0.7874372061434358
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	320	0.7863557889518509	0.7896664171413408
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	320	0.7821159754970075	0.785272136718498
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	320	0.7832982863416826	0.7865446695533396
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	320	0.760988128802009	0.7636272701116893
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	320	0.7640470179618623	0.7668521584736557
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	320	0.7571049082769836	0.7597461541003374
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	320	0.7587978442967827	0.761516552224084
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	20	0.5808903793798316	0.5744771276137084
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	20	0.5796854869474926	0.5730949458616033
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	20	0.5826879938422742	0.5761626755910316
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	20	0.5820021352810377	0.575335134264103
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed1	20	0.595633371164846	0.5898236913753228
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed1	20	0.5947816558601355	0.5888446285150903
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed1	20	0.5966924384673693	0.5908737057750679
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed1	20	0.5962280829660163	0.5902760830287803
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed0	20	0.6761159046674556	0.673908469697316
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed0	20	0.6760010438238118	0.6736853669849947
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed0	20	0.6799317741030408	0.6773543194337668
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed0	20	0.6833530285032094	0.680506601156246
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed0	20	0.6866775364366035	0.6851965852449509
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed0	20	0.6867651993848558	0.6851715694242773
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed0	20	0.6892211501171339	0.6875959785139849
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed0	20	0.6925280643774023	0.6906172195665338
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	2560	0.7025976303373591	0.7000559108911005
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	2560	0.7033789909383805	0.7011102921484531
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	2560	0.7096458509230573	0.7074207554927248
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	2560	0.7093067933607096	0.7073112954524525
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	2560	0.6792074629490258	0.679090245064011
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	2560	0.680732142385688	0.6809587773449359
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	2560	0.6845314684349606	0.6848879878847973
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	2560	0.6858226907906	0.6861735010090346
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	40	0.9748303200314388	0.9745648692464939
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	40	0.9749362506917204	0.9746542439429339
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	40	0.9746500388809859	0.9743552993095297
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	40	0.9748145078271271	0.974547697359743
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	40	0.960470171180257	0.9608830992428938
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	40	0.960722651624904	0.961103151735076
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	40	0.9596931199629116	0.9600518310167251
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	40	0.9598210850301513	0.9602076221350294
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed0	80	0.8748419300892359	0.8746396145832053
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed0	80	0.8760590584331359	0.875832484717707
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed0	80	0.8734278509935717	0.8734206002075269
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed0	80	0.873679204011219	0.8736584033982704
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed0	80	0.8537246514080672	0.8539517127120078
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed0	80	0.8556448071151053	0.8558459219720412
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed0	80	0.8510345512504791	0.8515445765852999
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed0	80	0.8513368661622928	0.8518355739018719
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed4	1280	0.7030204043760772	0.7019324253502175
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed4	1280	0.7038826129557053	0.70292998424873
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed4	1280	0.7070631467794463	0.7065037866894326
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed4	1280	0.7073350033321154	0.7069964770650594
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed4	1280	0.6737664721039274	0.6754781364496616
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed4	1280	0.6753620376228202	0.6772579691250398
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed4	1280	0.6756601442856941	0.6779895664922398
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed4	1280	0.6772703358510928	0.679659590048604
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed2	4000	0.6925357296679212	0.6892379810115865
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed2	4000	0.6924759675337657	0.6897874793352564
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed2	4000	0.702856562801499	0.699771399271507
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed2	4000	0.7008960901066241	0.6985443516409373
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed2	4000	0.6706418058134179	0.6706092324591368
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed2	4000	0.671288029593156	0.6719431728088974
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed2	4000	0.6788067968518954	0.679126353962894
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed2	4000	0.6786725012632242	0.6794078016331182
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed0	80	0.9251532415154557	0.9251501981407841
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed0	80	0.926362809345523	0.9262333206208233
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed0	80	0.9235993274869734	0.9238174388376443
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed0	80	0.9245468470336036	0.9247521211003467
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed0	80	0.9036254505346666	0.9049457756183324
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed0	80	0.9053894483537352	0.9065452171666482
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed0	80	0.9000756703697914	0.9018349896757554
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed0	80	0.9011437219474716	0.9028621269582029
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed3	4000	0.6902047656743013	0.6891264811730622
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed3	4000	0.690543195039454	0.6897659303903583
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed3	4000	0.6978804652160979	0.6972671764550971
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed3	4000	0.6969507406550823	0.6967221874580286
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed3	4000	0.6658196066051689	0.6655699632763425
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed3	4000	0.666846923294041	0.6670016260617443
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed3	4000	0.6715877450116517	0.671933713780654
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed3	4000	0.6723194536004675	0.6728512018661552
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed2	1280	0.7076024525391615	0.705455881618345
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed2	1280	0.7083180488984532	0.7064275634255154
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed2	1280	0.7115190867235454	0.7095129317817271
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed2	1280	0.7114964121623276	0.7098688997200964
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed2	1280	0.6834648665436936	0.6825113562874476
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed2	1280	0.6848705243804687	0.6842529793234696
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed2	1280	0.6852478334048833	0.68455596336176
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed2	1280	0.686540163081427	0.6860541566438545
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed2	40	0.974111357464765	0.9735171903212868
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed2	40	0.9742963187819133	0.9736799572192231
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed2	40	0.9738758919354337	0.9732803350419298
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed2	40	0.9741259925703001	0.973550989785777
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed2	40	0.9593849036037371	0.9593117824401838
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed2	40	0.9597518316211242	0.9596407990523367
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed2	40	0.9584364616871539	0.958372406914005
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed2	40	0.9586459703429544	0.9586013366619686
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed3	10	0.47486149915540166	0.47122298283942343
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed3	10	0.4741699327599017	0.4700430354723524
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed3	10	0.4783808756461252	0.47434000338080085
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed3	10	0.4824351958309544	0.4783276060521696
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed3	10	0.4852525994774214	0.48249752048031047
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed3	10	0.48488990231864515	0.48168022801235766
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed3	10	0.4878123094686222	0.48492455728963946
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed3	10	0.49183162285709225	0.4888466944398302
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed4	10	0.4131055031478681	0.41605945312569814
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed4	10	0.4136580628356792	0.41609341302628056
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed4	10	0.42825196857728876	0.43020684596313574
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed4	10	0.4362562592662236	0.43767073266134715
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed4	10	0.42196273213366964	0.4243713518331458
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed4	10	0.4228165560640563	0.4247383988909068
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed4	10	0.4355531187792566	0.4372032226977428
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed4	10	0.4435651084275998	0.44473834115879796
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed3	1280	0.7134066978798428	0.7148867212149572
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed3	1280	0.7147280340344664	0.7163997049381385
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed3	1280	0.7173813825521038	0.718909673578026
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed3	1280	0.7181816456808483	0.7200065317187748
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed3	1280	0.6840088273935647	0.6876727647265475
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed3	1280	0.6862244859439436	0.690141227421873
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed3	1280	0.6858106913165027	0.689619093875351
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed3	1280	0.6881708753349778	0.6920681218494824
MatchedNgram_UCDCC	openwebtext_mamba	130m	seed0	640	0.7348221663743016	0.7368986867161211
MatchedNgram_WCDCC	openwebtext_mamba	130m	seed0	640	0.7362218448116029	0.738565062204295
MatchedNgram_UCDWiki	openwebtext_mamba	130m	seed0	640	0.7366862695167786	0.7386851356509245
MatchedNgram_WCDWiki	openwebtext_mamba	130m	seed0	640	0.7379516950891527	0.7402395142748144
UnmatchedNgram_UCDCC	openwebtext_mamba	130m	seed0	640	0.7156830514567563	0.7175435048639043
UnmatchedNgram_WCDCC	openwebtext_mamba	130m	seed0	640	0.7178100313301381	0.7200360084407498
UnmatchedNgram_UCDWiki	openwebtext_mamba	130m	seed0	640	0.7159475460682175	0.7178355912249343
UnmatchedNgram_WCDWiki	openwebtext_mamba	130m	seed0	640	0.7182596694689447	0.7203453614319577
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed4	640	0.7336050327584225	0.7359208125676425
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed4	640	0.7356592140496145	0.7384021311518871
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed4	640	0.74001476513742	0.7421552285136701
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed4	640	0.7419942220147533	0.7446220346196181
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed4	640	0.7081818580057595	0.7125016878908723
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed4	640	0.7112308019912942	0.7160646267658691
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed4	640	0.711944750794156	0.7163068313269033
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed4	640	0.7156041657809273	0.7202309720875446
MatchedNgram_UCDCC	openwebtext_pythia	160m	seed2	2560	0.6970698641245416	0.6945338577309945
MatchedNgram_WCDCC	openwebtext_pythia	160m	seed2	2560	0.697299172403061	0.6952713325472248
MatchedNgram_UCDWiki	openwebtext_pythia	160m	seed2	2560	0.7072043074653545	0.704915886457155
MatchedNgram_WCDWiki	openwebtext_pythia	160m	seed2	2560	0.7056091440419442	0.7040065495221841
UnmatchedNgram_UCDCC	openwebtext_pythia	160m	seed2	2560	0.6743488918874689	0.674849549159324
UnmatchedNgram_WCDCC	openwebtext_pythia	160m	seed2	2560	0.6753062570699098	0.6763873996162673
UnmatchedNgram_UCDWiki	openwebtext_pythia	160m	seed2	2560	0.682333632320345	0.6832416125452943
UnmatchedNgram_WCDWiki	openwebtext_pythia	160m	seed2	2560	0.6825508523869304	0.6838379994699797
MatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	160	0.8291053091977822	0.8302022733425469
MatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	160	0.8323366927359652	0.8334569063344762
MatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	160	0.8229797869539935	0.8246749463333868
MatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	160	0.8244550979397381	0.8260922905746835
UnmatchedNgram_UCDCC	openwebtext_rwkv	169m	seed5	160	0.8049585534706836	0.8072752750354346
UnmatchedNgram_WCDCC	openwebtext_rwkv	169m	seed5	160	0.8093500622798497	0.8116909211929945
UnmatchedNgram_UCDWiki	openwebtext_rwkv	169m	seed5	160	0.7959162700933546	0.7990960029810612
UnmatchedNgram_WCDWiki	openwebtext_rwkv	169m	seed5	160	0.7978891874493723	0.8009380709448787
